ID,Date,Date,Category,Category ID,Exercise Name,Exercise ID,Weight (lbs),Sets,Reps,Volume (lbs),Workout ID,Workout Type,Workout Type ID,E1RM
271,8/28/2022,2022-08-28,Push,1,Flat Bench Press,1,135,1,10,1350,119,Hypertrophy,2,180
272,8/28/2022,2022-08-28,Push,1,Flat Bench Press,1,155,1,8,1240,119,Hypertrophy,2,196.3333333
273,8/28/2022,2022-08-28,Push,1,Flat Bench Press,1,175,2,8,2800,119,Hypertrophy,2,221.6666667
274,8/29/2022,2022-08-29,Pull,2,Deadlift,4,135,1,8,1080,120,Hypertrophy,2,171
275,8/29/2022,2022-08-29,Pull,2,Deadlift,4,225,1,8,1800,120,Hypertrophy,2,285
276,8/29/2022,2022-08-29,Pull,2,Deadlift,4,275,2,8,4400,120,Hypertrophy,2,348.3333333
277,8/30/2022,2022-08-30,Legs,3,Barbell Squat,7,135,1,6,810,121,Hypertrophy,2,162
278,8/30/2022,2022-08-30,Legs,3,Barbell Squat,7,225,2,6,2700,121,Hypertrophy,2,270
279,8/30/2022,2022-08-30,Legs,3,Barbell Squat,7,275,2,6,3300,121,Hypertrophy,2,330
280,8/31/2022,2022-08-31,Push,1,Overhead Press,3,45,1,8,360,122,Hypertrophy,2,57
281,8/31/2022,2022-08-31,Push,1,Overhead Press,3,95,1,8,760,122,Hypertrophy,2,120.3333333
282,8/31/2022,2022-08-31,Push,1,Overhead Press,3,105,2,8,1680,122,Hypertrophy,2,133
283,9/1/2022,2022-09-01,Pull,2,Barbell Row,6,135,3,12,4860,123,Hypertrophy,2,189
284,9/2/2022,2022-09-02,Rest,0,Rest,0,0,0,0,0,124,Rest,0,0
285,9/3/2022,2022-09-03,Rest,0,Rest,0,0,0,0,0,125,Rest,0,0
286,9/4/2022,2022-09-04,Push,1,Incline Bench Press,2,45,1,8,360,126,Hypertrophy,2,57
287,9/4/2022,2022-09-04,Push,1,Incline Bench Press,2,95,1,8,760,126,Hypertrophy,2,120.3333333
288,9/4/2022,2022-09-04,Push,1,Incline Bench Press,2,115,2,8,1840,126,Hypertrophy,2,145.6666667
289,9/5/2022,2022-09-05,Pull,2,Deadlift,4,135,1,8,1080,127,Hypertrophy,2,171
290,9/5/2022,2022-09-05,Pull,2,Deadlift,4,225,1,8,1800,127,Hypertrophy,2,285
291,9/5/2022,2022-09-05,Pull,2,Deadlift,4,275,2,8,4400,127,Hypertrophy,2,348.3333333
292,9/6/2022,2022-09-06,Legs,3,Barbell Squat,7,135,1,6,810,128,Hypertrophy,2,162
293,9/6/2022,2022-09-06,Legs,3,Barbell Squat,7,225,2,6,2700,128,Hypertrophy,2,270
294,9/6/2022,2022-09-06,Legs,3,Barbell Squat,7,275,2,6,3300,128,Hypertrophy,2,330
295,9/7/2022,2022-09-07,Push,1,Overhead Press,3,45,1,8,360,129,Hypertrophy,2,57
296,9/7/2022,2022-09-07,Push,1,Overhead Press,3,95,1,8,760,129,Hypertrophy,2,120.3333333
297,9/7/2022,2022-09-07,Push,1,Overhead Press,3,105,2,8,1680,129,Hypertrophy,2,133
298,9/8/2022,2022-09-08,Pull,2,Barbell Row,6,135,3,12,4860,130,Hypertrophy,2,189
299,9/9/2022,2022-09-09,Rest,0,Rest,0,0,0,0,0,130,Rest,0,0
300,9/10/2022,2022-09-10,Rest,0,Rest,0,0,0,0,0,131,Rest,0,0
301,9/12/2022,2022-09-12,Push,1,Flat Bench Press,1,135,1,10,1350,132,Hypertrophy,2,180
302,9/12/2022,2022-09-12,Push,1,Flat Bench Press,1,155,1,8,1240,132,Hypertrophy,2,196.3333333
303,9/12/2022,2022-09-12,Push,1,Flat Bench Press,1,185,2,8,2960,132,Hypertrophy,2,234.3333333
304,9/13/2022,2022-09-13,Pull,2,Deadlift,4,135,1,8,1080,133,Hypertrophy,2,171
305,9/13/2022,2022-09-13,Pull,2,Deadlift,4,225,1,8,1800,133,Hypertrophy,2,285
306,9/13/2022,2022-09-13,Pull,2,Deadlift,4,275,2,8,4400,133,Hypertrophy,2,348.3333333
307,9/14/2022,2022-09-14,Legs,3,Barbell Squat,7,135,1,6,810,134,Hypertrophy,2,162
308,9/14/2022,2022-09-14,Legs,3,Barbell Squat,7,225,2,6,2700,134,Hypertrophy,2,270
309,9/14/2022,2022-09-14,Legs,3,Barbell Squat,7,275,2,6,3300,134,Hypertrophy,2,330
310,9/15/2022,2022-09-15,Push,1,Overhead Press,3,45,1,8,360,135,Hypertrophy,2,57
311,9/15/2022,2022-09-15,Push,1,Overhead Press,3,95,1,8,760,135,Hypertrophy,2,120.3333333
312,9/15/2022,2022-09-15,Push,1,Overhead Press,3,105,2,8,1680,135,Hypertrophy,2,133
313,9/16/2022,2022-09-16,Pull,2,Barbell Row,6,135,3,12,4860,136,Hypertrophy,2,189
314,9/17/2022,2022-09-17,Rest,0,Rest,0,0,0,0,0,137,Rest,0,0
315,9/18/2022,2022-09-18,Rest,0,Rest,0,0,0,0,0,138,Rest,0,0
316,9/19/2022,2022-09-19,Push,1,Incline Bench Press,2,45,1,8,360,139,Hypertrophy,2,57
317,9/19/2022,2022-09-19,Push,1,Incline Bench Press,2,95,1,8,760,139,Hypertrophy,2,120.3333333
318,9/19/2022,2022-09-19,Push,1,Incline Bench Press,2,135,2,8,2160,139,Hypertrophy,2,171
319,9/20/2022,2022-09-20,Pull,2,Deadlift,4,135,1,8,1080,140,Hypertrophy,2,171
320,9/20/2022,2022-09-20,Pull,2,Deadlift,4,225,1,8,1800,140,Hypertrophy,2,285
321,9/20/2022,2022-09-20,Pull,2,Deadlift,4,275,2,8,4400,140,Hypertrophy,2,348.3333333
322,9/21/2022,2022-09-21,Legs,3,Barbell Squat,7,135,1,6,810,141,Hypertrophy,2,162
323,9/21/2022,2022-09-21,Legs,3,Barbell Squat,7,225,2,6,2700,141,Hypertrophy,2,270
324,9/21/2022,2022-09-21,Legs,3,Barbell Squat,7,275,2,6,3300,141,Hypertrophy,2,330
325,9/22/2022,2022-09-22,Push,1,Overhead Press,3,45,1,8,360,142,Hypertrophy,2,57
326,9/22/2022,2022-09-22,Push,1,Overhead Press,3,95,1,8,760,142,Hypertrophy,2,120.3333333
327,9/22/2022,2022-09-22,Push,1,Overhead Press,3,105,2,8,1680,142,Hypertrophy,2,133
328,9/23/2022,2022-09-23,Pull,2,Barbell Row,6,135,3,12,4860,143,Hypertrophy,2,189
329,9/24/2022,2022-09-24,Rest,0,Rest,0,0,0,0,0,144,Rest,0,0
330,9/25/2022,2022-09-25,Rest,0,Rest,0,0,0,0,0,145,Rest,0,0
331,9/26/2022,2022-09-26,Push,1,Flat Bench Press,1,135,1,10,1350,146,Hypertrophy,2,180
332,9/26/2022,2022-09-26,Push,1,Flat Bench Press,1,155,1,8,1240,146,Hypertrophy,2,196.3333333
333,9/26/2022,2022-09-26,Push,1,Flat Bench Press,1,185,2,8,2960,146,Hypertrophy,2,234.3333333
334,9/27/2022,2022-09-27,Pull,2,Deadlift,4,135,1,8,1080,147,Hypertrophy,2,171
335,9/27/2022,2022-09-27,Pull,2,Deadlift,4,225,1,8,1800,147,Hypertrophy,2,285
336,9/27/2022,2022-09-27,Pull,2,Deadlift,4,275,2,8,4400,147,Hypertrophy,2,348.3333333
337,9/28/2022,2022-09-28,Legs,3,Barbell Squat,7,135,1,6,810,148,Hypertrophy,2,162
338,9/28/2022,2022-09-28,Legs,3,Barbell Squat,7,225,2,6,2700,148,Hypertrophy,2,270
339,9/28/2022,2022-09-28,Legs,3,Barbell Squat,7,275,2,6,3300,148,Hypertrophy,2,330
340,9/29/2022,2022-09-29,Push,1,Overhead Press,3,45,1,8,360,149,Hypertrophy,2,57
341,9/29/2022,2022-09-29,Push,1,Overhead Press,3,95,1,8,760,149,Hypertrophy,2,120.3333333
342,9/29/2022,2022-09-29,Push,1,Overhead Press,3,105,2,8,1680,149,Hypertrophy,2,133
343,9/30/2022,2022-09-30,Pull,2,Barbell Row,6,135,3,12,4860,150,Hypertrophy,2,189
344,10/1/2022,2022-10-01,Rest,0,Rest,0,0,0,0,0,151,Rest,0,0
345,10/2/2022,2022-10-02,Rest,0,Rest,0,0,0,0,0,152,Rest,0,0
346,10/3/2022,2022-10-03,Push,1,Incline Bench Press,2,45,1,8,360,153,Hypertrophy,2,57
347,10/3/2022,2022-10-03,Push,1,Incline Bench Press,2,95,1,8,760,153,Hypertrophy,2,120.3333333
348,10/3/2022,2022-10-03,Push,1,Incline Bench Press,2,135,2,8,2160,153,Hypertrophy,2,171
349,10/4/2022,2022-10-04,Pull,2,Deadlift,4,135,1,8,1080,154,Hypertrophy,2,171
350,10/4/2022,2022-10-04,Pull,2,Deadlift,4,225,1,8,1800,154,Hypertrophy,2,285
351,10/4/2022,2022-10-04,Pull,2,Deadlift,4,275,2,8,4400,154,Hypertrophy,2,348.3333333
352,10/5/2022,2022-10-05,Legs,3,Barbell Squat,7,135,1,6,810,155,Hypertrophy,2,162
353,10/5/2022,2022-10-05,Legs,3,Barbell Squat,7,225,2,6,2700,155,Hypertrophy,2,270
354,10/5/2022,2022-10-05,Legs,3,Barbell Squat,7,275,2,6,3300,155,Hypertrophy,2,330
355,10/6/2022,2022-10-06,Push,1,Overhead Press,3,45,1,8,360,156,Hypertrophy,2,57
356,10/6/2022,2022-10-06,Push,1,Overhead Press,3,95,1,8,760,156,Hypertrophy,2,120.3333333
357,10/6/2022,2022-10-06,Push,1,Overhead Press,3,105,2,8,1680,156,Hypertrophy,2,133
358,10/7/2022,2022-10-07,Pull,2,Barbell Row,6,135,3,12,4860,157,Hypertrophy,2,189
359,10/8/2022,2022-10-08,Rest,0,Rest,0,0,0,0,0,158,Rest,0,0
360,10/9/2022,2022-10-09,Rest,0,Rest,0,0,0,0,0,159,Rest,0,0
361,10/10/2022,2022-10-10,Push,1,Flat Bench Press,1,135,1,10,1350,160,Hypertrophy,2,180
362,10/10/2022,2022-10-10,Push,1,Flat Bench Press,1,155,1,8,1240,160,Hypertrophy,2,196.3333333
363,10/10/2022,2022-10-10,Push,1,Flat Bench Press,1,185,2,8,2960,160,Hypertrophy,2,234.3333333
364,10/11/2022,2022-10-11,Pull,2,Deadlift,4,135,1,8,1080,161,Hypertrophy,2,171
365,10/11/2022,2022-10-11,Pull,2,Deadlift,4,225,1,8,1800,161,Hypertrophy,2,285
366,10/11/2022,2022-10-11,Pull,2,Deadlift,4,315,2,8,5040,161,Hypertrophy,2,399
367,10/12/2022,2022-10-12,Legs,3,Barbell Squat,7,135,1,6,810,162,Hypertrophy,2,162
368,10/12/2022,2022-10-12,Legs,3,Barbell Squat,7,225,2,6,2700,162,Hypertrophy,2,270
369,10/12/2022,2022-10-12,Legs,3,Barbell Squat,7,275,2,6,3300,162,Hypertrophy,2,330
370,10/13/2022,2022-10-13,Push,1,Overhead Press,3,45,1,8,360,163,Hypertrophy,2,57
371,10/13/2022,2022-10-13,Push,1,Overhead Press,3,95,1,8,760,163,Hypertrophy,2,120.3333333
372,10/13/2022,2022-10-13,Push,1,Overhead Press,3,115,2,8,1840,163,Hypertrophy,2,145.6666667
373,10/14/2022,2022-10-14,Pull,2,Barbell Row,6,135,3,12,4860,164,Hypertrophy,2,189
374,10/15/2022,2022-10-15,Rest,0,Rest,0,0,0,0,0,165,Rest,0,0
375,10/16/2022,2022-10-16,Rest,0,Rest,0,0,0,0,0,166,Rest,0,0
376,10/17/2022,2022-10-17,Push,1,Incline Bench Press,2,45,1,8,360,167,Hypertrophy,2,57
377,10/17/2022,2022-10-17,Push,1,Incline Bench Press,2,95,1,8,760,167,Hypertrophy,2,120.3333333
378,10/17/2022,2022-10-17,Push,1,Incline Bench Press,2,135,2,8,2160,167,Hypertrophy,2,171
379,10/18/2022,2022-10-18,Pull,2,Deadlift,4,135,1,8,1080,168,Hypertrophy,2,171
380,10/18/2022,2022-10-18,Pull,2,Deadlift,4,225,1,8,1800,168,Hypertrophy,2,285
381,10/18/2022,2022-10-18,Pull,2,Deadlift,4,315,2,8,5040,168,Hypertrophy,2,399
382,10/19/2022,2022-10-19,Legs,3,Barbell Squat,7,135,1,6,810,169,Hypertrophy,2,162
383,10/19/2022,2022-10-19,Legs,3,Barbell Squat,7,225,2,6,2700,169,Hypertrophy,2,270
384,10/19/2022,2022-10-19,Legs,3,Barbell Squat,7,275,2,6,3300,169,Hypertrophy,2,330
385,10/20/2022,2022-10-20,Push,1,Overhead Press,3,45,1,8,360,170,Hypertrophy,2,57
386,10/20/2022,2022-10-20,Push,1,Overhead Press,3,95,1,8,760,170,Hypertrophy,2,120.3333333
387,10/20/2022,2022-10-20,Push,1,Overhead Press,3,115,2,8,1840,170,Hypertrophy,2,145.6666667
388,10/21/2022,2022-10-21,Pull,2,Barbell Row,6,135,3,12,4860,171,Hypertrophy,2,189
389,10/22/2022,2022-10-22,Rest,0,Rest,0,0,0,0,0,172,Rest,0,0
390,10/23/2022,2022-10-23,Rest,0,Rest,0,0,0,0,0,173,Rest,0,0
391,10/24/2022,2022-10-24,Push,1,Flat Bench Press,1,135,1,10,1350,174,Hypertrophy,2,180
392,10/24/2022,2022-10-24,Push,1,Flat Bench Press,1,155,1,8,1240,174,Hypertrophy,2,196.3333333
393,10/24/2022,2022-10-24,Push,1,Flat Bench Press,1,185,2,8,2960,174,Hypertrophy,2,234.3333333
394,10/25/2022,2022-10-25,Pull,2,Deadlift,4,135,1,8,1080,175,Hypertrophy,2,171
395,10/25/2022,2022-10-25,Pull,2,Deadlift,4,225,1,8,1800,175,Hypertrophy,2,285
396,10/25/2022,2022-10-25,Pull,2,Deadlift,4,275,2,8,4400,175,Hypertrophy,2,348.3333333
397,10/26/2022,2022-10-26,Legs,3,Barbell Squat,7,135,1,6,810,176,Hypertrophy,2,162
398,10/26/2022,2022-10-26,Legs,3,Barbell Squat,7,225,2,6,2700,176,Hypertrophy,2,270
399,10/26/2022,2022-10-26,Legs,3,Barbell Squat,7,315,2,6,3780,176,Hypertrophy,2,378
400,10/27/2022,2022-10-27,Push,1,Overhead Press,3,45,1,8,360,177,Hypertrophy,2,57
401,10/27/2022,2022-10-27,Push,1,Overhead Press,3,95,1,8,760,177,Hypertrophy,2,120.3333333
402,10/27/2022,2022-10-27,Push,1,Overhead Press,3,115,2,8,1840,177,Hypertrophy,2,145.6666667
403,10/28/2022,2022-10-28,Pull,2,Barbell Row,6,135,3,12,4860,178,Hypertrophy,2,189
404,10/29/2022,2022-10-29,Rest,0,Rest,0,0,0,0,0,179,Rest,0,0
405,10/30/2022,2022-10-30,Rest,0,Rest,0,0,0,0,0,180,Rest,0,0
406,10/31/2022,2022-10-31,Push,1,Incline Bench Press,2,45,1,8,360,181,Hypertrophy,2,57
407,10/31/2022,2022-10-31,Push,1,Incline Bench Press,2,95,1,8,760,181,Hypertrophy,2,120.3333333
408,10/31/2022,2022-10-31,Push,1,Incline Bench Press,2,135,2,8,2160,181,Hypertrophy,2,171
409,11/1/2022,2022-11-01,Pull,2,Deadlift,4,135,1,8,1080,182,Hypertrophy,2,171
410,11/1/2022,2022-11-01,Pull,2,Deadlift,4,225,1,8,1800,182,Hypertrophy,2,285
411,11/1/2022,2022-11-01,Pull,2,Deadlift,4,315,2,8,5040,182,Hypertrophy,2,399
412,11/2/2022,2022-11-02,Legs,3,Barbell Squat,7,135,1,6,810,183,Hypertrophy,2,162
413,11/2/2022,2022-11-02,Legs,3,Barbell Squat,7,225,2,6,2700,183,Hypertrophy,2,270
414,11/2/2022,2022-11-02,Legs,3,Barbell Squat,7,275,2,6,3300,183,Hypertrophy,2,330
415,11/3/2022,2022-11-03,Push,1,Overhead Press,3,45,1,8,360,184,Hypertrophy,2,57
416,11/3/2022,2022-11-03,Push,1,Overhead Press,3,95,1,8,760,184,Hypertrophy,2,120.3333333
417,11/3/2022,2022-11-03,Push,1,Overhead Press,3,115,2,8,1840,184,Hypertrophy,2,145.6666667
418,11/4/2022,2022-11-04,Pull,2,Barbell Row,6,135,3,12,4860,185,Hypertrophy,2,189
419,11/5/2022,2022-11-05,Rest,0,Rest,0,0,0,0,0,186,Rest,0,0
420,11/6/2022,2022-11-06,Rest,0,Rest,0,0,0,0,0,187,Rest,0,0
421,11/7/2022,2022-11-07,Push,1,Flat Bench Press,1,135,1,10,1350,188,Hypertrophy,2,180
422,11/7/2022,2022-11-07,Push,1,Flat Bench Press,1,155,1,8,1240,188,Hypertrophy,2,196.3333333
423,11/7/2022,2022-11-07,Push,1,Flat Bench Press,1,185,2,8,2960,188,Hypertrophy,2,234.3333333
424,11/8/2022,2022-11-08,Pull,2,Deadlift,4,135,1,8,1080,189,Hypertrophy,2,171
425,11/8/2022,2022-11-08,Pull,2,Deadlift,4,225,1,8,1800,189,Hypertrophy,2,285
426,11/8/2022,2022-11-08,Pull,2,Deadlift,4,315,2,8,5040,189,Hypertrophy,2,399
427,11/9/2022,2022-11-09,Legs,3,Barbell Squat,7,135,1,6,810,190,Hypertrophy,2,162
428,11/9/2022,2022-11-09,Legs,3,Barbell Squat,7,225,2,6,2700,190,Hypertrophy,2,270
429,11/9/2022,2022-11-09,Legs,3,Barbell Squat,7,275,2,6,3300,190,Hypertrophy,2,330
430,11/10/2022,2022-11-10,Push,1,Overhead Press,3,45,1,8,360,191,Hypertrophy,2,57
431,11/10/2022,2022-11-10,Push,1,Overhead Press,3,95,1,8,760,191,Hypertrophy,2,120.3333333
432,11/10/2022,2022-11-10,Push,1,Overhead Press,3,115,2,8,1840,191,Hypertrophy,2,145.6666667
433,11/11/2022,2022-11-11,Pull,2,Barbell Row,6,135,3,12,4860,192,Hypertrophy,2,189
434,11/12/2022,2022-11-12,Rest,0,Rest,0,0,0,0,0,193,Rest,0,0
435,11/13/2022,2022-11-13,Rest,0,Rest,0,0,0,0,0,193,Rest,0,0
436,11/14/2022,2022-11-14,Push,1,Incline Bench Press,2,45,1,8,360,194,Hypertrophy,2,57
437,11/14/2022,2022-11-14,Push,1,Incline Bench Press,2,95,1,8,760,194,Hypertrophy,2,120.3333333
438,11/14/2022,2022-11-14,Push,1,Incline Bench Press,2,135,2,8,2160,194,Hypertrophy,2,171
439,11/15/2022,2022-11-15,Pull,2,Deadlift,4,135,1,8,1080,195,Hypertrophy,2,171
440,11/15/2022,2022-11-15,Pull,2,Deadlift,4,225,1,8,1800,195,Hypertrophy,2,285
441,11/15/2022,2022-11-15,Pull,2,Deadlift,4,315,2,8,5040,195,Hypertrophy,2,399
442,11/16/2022,2022-11-16,Legs,3,Barbell Squat,7,135,1,6,810,196,Hypertrophy,2,162
443,11/16/2022,2022-11-16,Legs,3,Barbell Squat,7,225,2,6,2700,196,Hypertrophy,2,270
444,11/16/2022,2022-11-16,Legs,3,Barbell Squat,7,275,2,6,3300,196,Hypertrophy,2,330
445,11/17/2022,2022-11-17,Push,1,Overhead Press,3,45,1,8,360,197,Hypertrophy,2,57
446,11/17/2022,2022-11-17,Push,1,Overhead Press,3,95,1,8,760,197,Hypertrophy,2,120.3333333
447,11/17/2022,2022-11-17,Push,1,Overhead Press,3,115,2,8,1840,197,Hypertrophy,2,145.6666667
448,11/18/2022,2022-11-18,Pull,2,Barbell Row,6,135,2,12,3240,198,Hypertrophy,2,189
449,11/18/2022,2022-11-18,Pull,2,Barbell Row,6,155,2,8,2480,198,Hypertrophy,2,196.3333333
450,11/19/2022,2022-11-19,Rest,0,Rest,0,0,0,0,0,199,Rest,0,0
451,11/20/2022,2022-11-20,Rest,0,Rest,0,0,0,0,0,200,Rest,0,0
452,11/21/2022,2022-11-21,Push,1,Flat Bench Press,1,135,1,10,1350,201,Hypertrophy,2,180
453,11/21/2022,2022-11-21,Push,1,Flat Bench Press,1,155,1,8,1240,201,Hypertrophy,2,196.3333333
454,11/21/2022,2022-11-21,Push,1,Flat Bench Press,1,185,2,8,2960,201,Hypertrophy,2,234.3333333
455,11/22/2022,2022-11-22,Pull,2,Deadlift,4,135,1,8,1080,202,Hypertrophy,2,171
456,11/22/2022,2022-11-22,Pull,2,Deadlift,4,225,1,8,1800,202,Hypertrophy,2,285
457,11/22/2022,2022-11-22,Pull,2,Deadlift,4,315,2,8,5040,202,Hypertrophy,2,399
458,11/23/2022,2022-11-23,Legs,3,Barbell Squat,7,135,1,6,810,203,Hypertrophy,2,162
459,11/23/2022,2022-11-23,Legs,3,Barbell Squat,7,225,2,6,2700,203,Hypertrophy,2,270
460,11/23/2022,2022-11-23,Legs,3,Barbell Squat,7,275,2,6,3300,203,Hypertrophy,2,330
461,11/24/2022,2022-11-24,Push,1,Overhead Press,3,45,1,8,360,204,Hypertrophy,2,57
462,11/24/2022,2022-11-24,Push,1,Overhead Press,3,95,1,8,760,204,Hypertrophy,2,120.3333333
463,11/24/2022,2022-11-24,Push,1,Overhead Press,3,115,2,8,1840,204,Hypertrophy,2,145.6666667
464,11/25/2022,2022-11-25,Pull,2,Barbell Row,6,135,2,12,3240,205,Hypertrophy,2,189
465,11/25/2022,2022-11-25,Pull,2,Barbell Row,6,155,2,8,2480,205,Hypertrophy,2,196.3333333
466,11/26/2022,2022-11-26,Rest,0,Rest,0,0,0,0,0,206,Rest,0,0
467,11/27/2022,2022-11-27,Rest,0,Rest,0,0,0,0,0,207,Rest,0,0
468,11/28/2022,2022-11-28,Push,1,Incline Bench Press,2,45,1,8,360,208,Hypertrophy,2,57
469,11/28/2022,2022-11-28,Push,1,Incline Bench Press,2,95,1,8,760,208,Hypertrophy,2,120.3333333
470,11/28/2022,2022-11-28,Push,1,Incline Bench Press,2,135,2,8,2160,208,Hypertrophy,2,171
471,11/29/2022,2022-11-29,Pull,2,Deadlift,4,135,1,8,1080,209,Hypertrophy,2,171
472,11/29/2022,2022-11-29,Pull,2,Deadlift,4,225,1,8,1800,209,Hypertrophy,2,285
473,11/29/2022,2022-11-29,Pull,2,Deadlift,4,315,2,8,5040,209,Hypertrophy,2,399
474,11/30/2022,2022-11-30,Legs,3,Barbell Squat,7,135,1,6,810,210,Hypertrophy,2,162
475,11/30/2022,2022-11-30,Legs,3,Barbell Squat,7,225,2,6,2700,210,Hypertrophy,2,270
476,11/30/2022,2022-11-30,Legs,3,Barbell Squat,7,275,2,6,3300,210,Hypertrophy,2,330
477,12/1/2022,2022-12-01,Push,1,Overhead Press,3,45,1,8,360,211,Hypertrophy,2,57
478,12/1/2022,2022-12-01,Push,1,Overhead Press,3,95,1,8,760,211,Hypertrophy,2,120.3333333
479,12/1/2022,2022-12-01,Push,1,Overhead Press,3,115,2,8,1840,211,Hypertrophy,2,145.6666667
480,12/2/2022,2022-12-02,Pull,2,Barbell Row,6,135,2,12,3240,212,Hypertrophy,2,189
481,12/2/2022,2022-12-02,Pull,2,Barbell Row,6,175,2,8,2800,212,Hypertrophy,2,221.6666667
482,12/3/2022,2022-12-03,Rest,0,Rest,0,0,0,0,0,213,Rest,0,0
483,12/4/2022,2022-12-04,Rest,0,Rest,0,0,0,0,0,214,Rest,0,0
484,12/5/2022,2022-12-05,Push,1,Flat Bench Press,1,135,1,10,1350,215,Hypertrophy,2,180
485,12/5/2022,2022-12-05,Push,1,Flat Bench Press,1,155,1,8,1240,215,Hypertrophy,2,196.3333333
486,12/5/2022,2022-12-05,Push,1,Flat Bench Press,1,185,2,8,2960,215,Hypertrophy,2,234.3333333
487,12/6/2022,2022-12-06,Pull,2,Deadlift,4,135,1,8,1080,216,Hypertrophy,2,171
488,12/6/2022,2022-12-06,Pull,2,Deadlift,4,225,1,8,1800,216,Hypertrophy,2,285
489,12/6/2022,2022-12-06,Pull,2,Deadlift,4,315,2,8,5040,216,Hypertrophy,2,399
490,12/7/2022,2022-12-07,Legs,3,Barbell Squat,7,135,1,6,810,217,Hypertrophy,2,162
491,12/7/2022,2022-12-07,Legs,3,Barbell Squat,7,225,2,6,2700,217,Hypertrophy,2,270
492,12/7/2022,2022-12-07,Legs,3,Barbell Squat,7,275,2,6,3300,217,Hypertrophy,2,330
493,12/8/2022,2022-12-08,Push,1,Overhead Press,3,45,1,8,360,218,Hypertrophy,2,57
494,12/8/2022,2022-12-08,Push,1,Overhead Press,3,95,1,8,760,218,Hypertrophy,2,120.3333333
495,12/8/2022,2022-12-08,Push,1,Overhead Press,3,115,2,8,1840,218,Hypertrophy,2,145.6666667
496,12/9/2022,2022-12-09,Pull,2,Barbell Row,6,135,2,12,3240,219,Hypertrophy,2,189
497,12/9/2022,2022-12-09,Pull,2,Barbell Row,6,175,2,8,2800,219,Hypertrophy,2,221.6666667
498,12/10/2022,2022-12-10,Rest,0,Rest,0,0,0,0,0,220,Rest,0,0
499,12/11/2022,2022-12-11,Rest,0,Rest,0,0,0,0,0,221,Rest,0,0
500,12/12/2022,2022-12-12,Push,1,Incline Bench Press,2,45,1,8,360,222,Hypertrophy,2,57
501,12/12/2022,2022-12-12,Push,1,Incline Bench Press,2,95,1,8,760,222,Hypertrophy,2,120.3333333
502,12/12/2022,2022-12-12,Push,1,Incline Bench Press,2,135,2,8,2160,222,Hypertrophy,2,171
503,12/13/2022,2022-12-13,Pull,2,Deadlift,4,135,1,8,1080,223,Hypertrophy,2,171
504,12/13/2022,2022-12-13,Pull,2,Deadlift,4,225,1,8,1800,223,Hypertrophy,2,285
505,12/13/2022,2022-12-13,Pull,2,Deadlift,4,315,2,8,5040,223,Hypertrophy,2,399
506,12/14/2022,2022-12-14,Legs,3,Barbell Squat,7,135,1,6,810,224,Hypertrophy,2,162
507,12/14/2022,2022-12-14,Legs,3,Barbell Squat,7,225,2,6,2700,224,Hypertrophy,2,270
508,12/14/2022,2022-12-14,Legs,3,Barbell Squat,7,275,2,6,3300,224,Hypertrophy,2,330
509,12/15/2022,2022-12-15,Push,1,Overhead Press,3,45,1,8,360,225,Hypertrophy,2,57
510,12/15/2022,2022-12-15,Push,1,Overhead Press,3,95,1,8,760,225,Hypertrophy,2,120.3333333
511,12/15/2022,2022-12-15,Push,1,Overhead Press,3,115,2,8,1840,225,Hypertrophy,2,145.6666667
512,12/16/2022,2022-12-16,Pull,2,Barbell Row,6,135,2,12,3240,226,Hypertrophy,2,189
513,12/16/2022,2022-12-16,Pull,2,Barbell Row,6,155,2,8,2480,226,Hypertrophy,2,196.3333333
514,12/17/2022,2022-12-17,Rest,0,Rest,0,0,0,0,0,227,Rest,0,0
515,12/18/2022,2022-12-18,Rest,0,Rest,0,0,0,0,0,228,Rest,0,0
516,12/19/2022,2022-12-19,Push,1,Flat Bench Press,1,135,1,10,1350,229,Hypertrophy,2,180
517,12/19/2022,2022-12-19,Push,1,Flat Bench Press,1,155,1,8,1240,229,Hypertrophy,2,196.3333333
518,12/19/2022,2022-12-19,Push,1,Flat Bench Press,1,185,2,8,2960,229,Hypertrophy,2,234.3333333
519,12/20/2022,2022-12-20,Pull,2,Deadlift,4,135,1,8,1080,230,Hypertrophy,2,171
520,12/20/2022,2022-12-20,Pull,2,Deadlift,4,225,1,8,1800,230,Hypertrophy,2,285
521,12/20/2022,2022-12-20,Pull,2,Deadlift,4,315,2,8,5040,230,Hypertrophy,2,399
522,12/21/2022,2022-12-21,Legs,3,Barbell Squat,7,135,1,6,810,231,Hypertrophy,2,162
523,12/21/2022,2022-12-21,Legs,3,Barbell Squat,7,225,2,6,2700,231,Hypertrophy,2,270
524,12/21/2022,2022-12-21,Legs,3,Barbell Squat,7,275,2,6,3300,231,Hypertrophy,2,330
525,12/22/2022,2022-12-22,Push,1,Overhead Press,3,45,1,8,360,232,Hypertrophy,2,57
526,12/22/2022,2022-12-22,Push,1,Overhead Press,3,95,1,8,760,232,Hypertrophy,2,120.3333333
527,12/22/2022,2022-12-22,Push,1,Overhead Press,3,115,2,8,1840,232,Hypertrophy,2,145.6666667
528,12/23/2022,2022-12-23,Pull,2,Barbell Row,6,135,2,12,3240,233,Hypertrophy,2,189
