Date,Category,Category ID,Exercise,Exercise ID,Weight,Sets,Reps,VOLUME,Hypertrophy/Strength,Workout Type ID,E1RM,E1RM %,,Category,Category ID
2/28/2023,Pull,2,Pull Ups,5,225,1,4,900,Strength,1,255,88.23529412,,,
2/28/2023,Pull,2,Deadlift,4,135,1,5,675,Strength,1,157.5,85.71428571,,,
2/28/2023,Pull,2,Deadlift,4,225,1,5,1125,Strength,1,262.5,85.71428571,,,
2/28/2023,Pull,2,Deadlift,4,315,1,5,1575,Strength,1,367.5,85.71428571,,,
2/28/2023,Pull,2,Deadlift,4,405,3,5,6075,Strength,1,472.5,85.71428571,,,
3/1/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
3/1/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
3/1/2023,Legs,3,Barbell Squat,7,315,1,5,1575,Strength,1,367.5,85.71428571,,,
3/1/2023,Legs,3,Barbell Squat,7,365,1,3,1095,Strength,1,401.5,90.90909091,,,
3/1/2023,Legs,3,Barbell Squat,7,405,1,2,810,Strength,1,432,93.75,,,
3/2/2023,Push,1,Flat Bench Press,1,135,1,8,1080,Strength,1,171,78.94736842,,,
3/2/2023,Push,1,Flat Bench Press,1,185,1,7,1295,Strength,1,228.1666667,81.08108108,,,
3/2/2023,Push,1,Flat Bench Press,1,205,2,6,2460,Strength,1,246,83.33333333,,,
3/2/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
3/2/2023,Push,1,Overhead Press,3,135,1,6,810,Strength,1,162,83.33333333,,,
3/2/2023,Push,1,Overhead Press,3,145,2,3,870,Strength,1,159.5,90.90909091,,,
3/3/2023,Pull,2,Barbell Row,6,135,1,8,1080,Strength,1,171,78.94736842,,,
3/3/2023,Pull,2,Barbell Row,6,185,1,8,1480,Strength,1,234.3333333,78.94736842,,,
3/3/2023,Pull,2,Barbell Row,6,225,2,6,2700,Strength,1,270,83.33333333,,,
3/4/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
3/4/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
3/4/2023,Legs,3,Barbell Squat,7,315,2,6,3780,Strength,1,378,83.33333333,,,
3/4/2023,Legs,3,Barbell Squat,7,0,0,0,0,Strength,1,0,#DIV/0!,,,
3/4/2023,Legs,3,Barbell Squat,7,0,0,0,0,Strength,1,0,#DIV/0!,,,
3/5/2023,Rest,0,Rest,0,0,0,0,0,Rest,0,0,#DIV/0!,,,
3/6/2023,Push,1,Incline Bench Press,2,135,1,8,1080,Strength,1,171,78.94736842,,,
3/6/2023,Push,1,Incline Bench Press,2,185,2,6,2220,Strength,1,222,83.33333333,,,
3/6/2023,Push,1,Incline Bench Press,2,195,2,4,1560,Strength,1,221,88.23529412,,,
3/6/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
3/6/2023,Push,1,Overhead Press,3,135,1,6,810,Strength,1,162,83.33333333,,,
3/6/2023,Push,1,Overhead Press,3,145,2,3,870,Strength,1,159.5,90.90909091,,,
3/7/2023,Pull,2,Pull Ups,5,180,3,10,5400,Strength,1,240,75,,,
3/7/2023,Pull,2,Pull Ups,5,215,1,6,1290,Strength,1,258,83.33333333,,,
3/7/2023,Pull,2,Pull Ups,5,225,1,4,900,Strength,1,255,88.23529412,,,
3/7/2023,Pull,2,Deadlift,4,135,1,5,675,Strength,1,157.5,85.71428571,,,
3/7/2023,Pull,2,Deadlift,4,225,1,5,1125,Strength,1,262.5,85.71428571,,,
3/7/2023,Pull,2,Deadlift,4,315,1,5,1575,Strength,1,367.5,85.71428571,,,
3/7/2023,Pull,2,Deadlift,4,405,3,5,6075,Strength,1,472.5,85.71428571,,,
3/8/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
3/8/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
3/8/2023,Legs,3,Barbell Squat,7,315,1,5,1575,Strength,1,367.5,85.71428571,,,
3/8/2023,Legs,3,Barbell Squat,7,365,1,3,1095,Strength,1,401.5,90.90909091,,,
3/8/2023,Legs,3,Barbell Squat,7,405,1,2,810,Strength,1,432,93.75,,,
3/9/2023,Push,1,Flat Bench Press,1,135,1,8,1080,Strength,1,171,78.94736842,,,
3/9/2023,Push,1,Flat Bench Press,1,185,1,7,1295,Strength,1,228.1666667,81.08108108,,,
3/9/2023,Push,1,Flat Bench Press,1,205,2,6,2460,Strength,1,246,83.33333333,,,
3/9/2023,Push,1,Overhead Press,3,45,1,8,360,Strength,1,57,78.94736842,,,
3/9/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
3/9/2023,Push,1,Overhead Press,3,115,2,7,1610,Strength,1,141.8333333,81.08108108,,,
3/10/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
3/10/2023,Push,1,Overhead Press,3,135,1,6,810,Strength,1,162,83.33333333,,,
3/10/2023,Push,1,Overhead Press,3,145,2,3,870,Strength,1,159.5,90.90909091,,,
3/11/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
3/11/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
3/11/2023,Legs,3,Barbell Squat,7,315,2,6,3780,Strength,1,378,83.33333333,,,
3/11/2023,Legs,3,Barbell Squat,7,0,0,0,0,Strength,1,0,#DIV/0!,,,
3/11/2023,Legs,3,Barbell Squat,7,0,0,0,0,Strength,1,0,#DIV/0!,,,
3/12/2023,Rest,0,Rest,0,0,0,0,0,Rest,0,0,#DIV/0!,,,
3/13/2023,Push,1,Incline Bench Press,2,135,1,8,1080,Strength,1,171,78.94736842,,,
3/13/2023,Push,1,Incline Bench Press,2,185,2,6,2220,Strength,1,222,83.33333333,,,
3/13/2023,Push,1,Incline Bench Press,2,195,2,5,1950,Strength,1,227.5,85.71428571,,,
3/13/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
3/13/2023,Push,1,Overhead Press,3,135,1,6,810,Strength,1,162,83.33333333,,,
3/13/2023,Push,1,Overhead Press,3,145,2,3,870,Strength,1,159.5,90.90909091,,,
3/14/2023,Pull,2,Pull Ups,5,180,3,10,5400,Strength,1,240,75,,,
3/14/2023,Pull,2,Pull Ups,5,215,1,6,1290,Strength,1,258,83.33333333,,,
3/14/2023,Pull,2,Pull Ups,5,225,1,4,900,Strength,1,255,88.23529412,,,
3/14/2023,Pull,2,Deadlift,4,135,1,5,675,Strength,1,157.5,85.71428571,,,
3/14/2023,Pull,2,Deadlift,4,225,1,5,1125,Strength,1,262.5,85.71428571,,,
3/14/2023,Pull,2,Deadlift,4,315,1,5,1575,Strength,1,367.5,85.71428571,,,
3/14/2023,Pull,2,Deadlift,4,405,3,5,6075,Strength,1,472.5,85.71428571,,,
3/15/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
3/15/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
3/15/2023,Legs,3,Barbell Squat,7,315,1,5,1575,Strength,1,367.5,85.71428571,,,
3/15/2023,Legs,3,Barbell Squat,7,365,1,3,1095,Strength,1,401.5,90.90909091,,,
3/15/2023,Legs,3,Barbell Squat,7,405,1,2,810,Strength,1,432,93.75,,,
3/16/2023,Push,1,Flat Bench Press,1,135,1,8,1080,Strength,1,171,78.94736842,,,
3/16/2023,Push,1,Flat Bench Press,1,185,1,7,1295,Strength,1,228.1666667,81.08108108,,,
3/16/2023,Push,1,Flat Bench Press,1,205,2,6,2460,Strength,1,246,83.33333333,,,
3/16/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
3/16/2023,Push,1,Overhead Press,3,135,1,6,810,Strength,1,162,83.33333333,,,
3/16/2023,Push,1,Overhead Press,3,145,2,3,870,Strength,1,159.5,90.90909091,,,
3/17/2023,Pull,2,Barbell Row,6,135,1,8,1080,Strength,1,171,78.94736842,,,
3/17/2023,Pull,2,Barbell Row,6,185,1,8,1480,Strength,1,234.3333333,78.94736842,,,
3/17/2023,Pull,2,Barbell Row,6,225,2,6,2700,Strength,1,270,83.33333333,,,
3/18/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
3/18/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
3/18/2023,Legs,3,Barbell Squat,7,315,2,6,3780,Strength,1,378,83.33333333,,,
3/18/2023,Legs,3,Barbell Squat,7,0,0,0,0,Strength,1,0,#DIV/0!,,,
3/18/2023,Legs,3,Barbell Squat,7,0,0,0,0,Strength,1,0,#DIV/0!,,,
3/19/2023,Rest,0,Rest,0,0,0,0,0,Rest,0,0,#DIV/0!,,,
3/20/2023,Push,1,Incline Bench Press,2,135,1,8,1080,Strength,1,171,78.94736842,,,
3/20/2023,Push,1,Incline Bench Press,2,185,2,6,2220,Strength,1,222,83.33333333,,,
3/20/2023,Push,1,Incline Bench Press,2,205,2,5,2050,Strength,1,239.1666667,85.71428571,,,
3/20/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
3/20/2023,Push,1,Overhead Press,3,135,1,6,810,Strength,1,162,83.33333333,,,
3/20/2023,Push,1,Overhead Press,3,145,2,3,870,Strength,1,159.5,90.90909091,,,
3/21/2023,Pull,2,Pull Ups,5,180,3,10,5400,Strength,1,240,75,,,
3/21/2023,Pull,2,Pull Ups,5,215,1,6,1290,Strength,1,258,83.33333333,,,
3/21/2023,Pull,2,Pull Ups,5,225,1,4,900,Strength,1,255,88.23529412,,,
3/21/2023,Pull,2,Deadlift,4,135,1,5,675,Strength,1,157.5,85.71428571,,,
3/21/2023,Pull,2,Deadlift,4,225,1,5,1125,Strength,1,262.5,85.71428571,,,
3/21/2023,Pull,2,Deadlift,4,315,1,5,1575,Strength,1,367.5,85.71428571,,,
3/21/2023,Pull,2,Deadlift,4,405,3,5,6075,Strength,1,472.5,85.71428571,,,
3/22/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
3/22/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
3/22/2023,Legs,3,Barbell Squat,7,315,1,5,1575,Strength,1,367.5,85.71428571,,,
3/22/2023,Legs,3,Barbell Squat,7,365,1,4,1460,Strength,1,413.6666667,88.23529412,,,
3/22/2023,Legs,3,Barbell Squat,7,405,1,2,810,Strength,1,432,93.75,,,
3/23/2023,Push,1,Flat Bench Press,1,135,1,8,1080,Strength,1,171,78.94736842,,,
3/23/2023,Push,1,Flat Bench Press,1,185,1,7,1295,Strength,1,228.1666667,81.08108108,,,
3/23/2023,Push,1,Flat Bench Press,1,205,2,7,2870,Strength,1,252.8333333,81.08108108,,,
3/23/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
3/23/2023,Push,1,Overhead Press,3,135,1,6,810,Strength,1,162,83.33333333,,,
3/23/2023,Push,1,Overhead Press,3,145,2,3,870,Strength,1,159.5,90.90909091,,,
3/24/2023,Pull,2,Barbell Row,6,135,1,8,1080,Strength,1,171,78.94736842,,,
3/24/2023,Pull,2,Barbell Row,6,185,1,8,1480,Strength,1,234.3333333,78.94736842,,,
3/24/2023,Pull,2,Barbell Row,6,225,2,6,2700,Strength,1,270,83.33333333,,,
3/25/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
3/25/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
3/25/2023,Legs,3,Barbell Squat,7,315,2,6,3780,Strength,1,378,83.33333333,,,
3/25/2023,Legs,3,Barbell Squat,7,0,0,0,0,Strength,1,0,#DIV/0!,,,
3/25/2023,Legs,3,Barbell Squat,7,0,0,0,0,Strength,1,0,#DIV/0!,,,
3/26/2023,Rest,0,Rest,0,0,0,0,0,Rest,0,0,#DIV/0!,,,
3/27/2023,Push,1,Incline Bench Press,2,135,1,8,1080,Strength,1,171,78.94736842,,,
3/27/2023,Push,1,Incline Bench Press,2,185,1,6,1110,Strength,1,222,83.33333333,,,
3/27/2023,Push,1,Incline Bench Press,2,205,2,5,2050,Strength,1,239.1666667,85.71428571,,,
3/27/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
3/27/2023,Push,1,Overhead Press,3,135,1,6,810,Strength,1,162,83.33333333,,,
3/27/2023,Push,1,Overhead Press,3,145,2,3,870,Strength,1,159.5,90.90909091,,,
3/28/2023,Pull,2,Pull Ups,5,180,3,10,5400,Strength,1,240,75,,,
3/28/2023,Pull,2,Pull Ups,5,215,1,6,1290,Strength,1,258,83.33333333,,,
3/28/2023,Pull,2,Pull Ups,5,225,1,4,900,Strength,1,255,88.23529412,,,
3/28/2023,Pull,2,Deadlift,4,135,1,5,675,Strength,1,157.5,85.71428571,,,
3/28/2023,Pull,2,Deadlift,4,225,1,5,1125,Strength,1,262.5,85.71428571,,,
3/28/2023,Pull,2,Deadlift,4,315,1,5,1575,Strength,1,367.5,85.71428571,,,
3/28/2023,Pull,2,Deadlift,4,405,3,5,6075,Strength,1,472.5,85.71428571,,,
3/29/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
3/29/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
3/29/2023,Legs,3,Barbell Squat,7,315,1,5,1575,Strength,1,367.5,85.71428571,,,
3/29/2023,Legs,3,Barbell Squat,7,365,1,4,1460,Strength,1,413.6666667,88.23529412,,,
3/29/2023,Legs,3,Barbell Squat,7,405,1,2,810,Strength,1,432,93.75,,,
3/30/2023,Push,1,Flat Bench Press,1,135,1,8,1080,Strength,1,171,78.94736842,,,
3/30/2023,Push,1,Flat Bench Press,1,185,1,7,1295,Strength,1,228.1666667,81.08108108,,,
3/30/2023,Push,1,Flat Bench Press,1,225,2,4,1800,Strength,1,255,88.23529412,,,
3/30/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
3/30/2023,Push,1,Overhead Press,3,135,1,6,810,Strength,1,162,83.33333333,,,
3/30/2023,Push,1,Overhead Press,3,145,2,3,870,Strength,1,159.5,90.90909091,,,
3/31/2023,Pull,2,Barbell Row,6,135,1,8,1080,Strength,1,171,78.94736842,,,
3/31/2023,Pull,2,Barbell Row,6,185,1,8,1480,Strength,1,234.3333333,78.94736842,,,
3/31/2023,Pull,2,Barbell Row,6,225,2,6,2700,Strength,1,270,83.33333333,,,
4/1/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
4/1/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
4/1/2023,Legs,3,Barbell Squat,7,315,2,6,3780,Strength,1,378,83.33333333,,,
4/1/2023,Legs,3,Barbell Squat,7,0,0,0,0,Strength,1,0,#DIV/0!,,,
4/1/2023,Legs,3,Barbell Squat,7,0,0,0,0,Strength,1,0,#DIV/0!,,,
4/2/2023,Rest,0,Rest,0,0,0,0,0,Rest,0,0,#DIV/0!,,,
4/3/2023,Push,1,Incline Bench Press,2,135,1,8,1080,Strength,1,171,78.94736842,,,
4/3/2023,Push,1,Incline Bench Press,2,185,1,6,1110,Strength,1,222,83.33333333,,,
4/3/2023,Push,1,Incline Bench Press,2,205,2,5,2050,Strength,1,239.1666667,85.71428571,,,
4/3/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
4/3/2023,Push,1,Overhead Press,3,135,1,6,810,Strength,1,162,83.33333333,,,
4/3/2023,Push,1,Overhead Press,3,145,2,4,1160,Strength,1,164.3333333,88.23529412,,,
4/4/2023,Pull,2,Pull Ups,5,180,3,10,5400,Strength,1,240,75,,,
4/4/2023,Pull,2,Pull Ups,5,215,1,6,1290,Strength,1,258,83.33333333,,,
4/4/2023,Pull,2,Pull Ups,5,225,1,4,900,Strength,1,255,88.23529412,,,
4/4/2023,Pull,2,Deadlift,4,135,1,5,675,Strength,1,157.5,85.71428571,,,
4/4/2023,Pull,2,Deadlift,4,225,1,5,1125,Strength,1,262.5,85.71428571,,,
4/4/2023,Pull,2,Deadlift,4,315,1,5,1575,Strength,1,367.5,85.71428571,,,
4/4/2023,Pull,2,Deadlift,4,405,3,5,6075,Strength,1,472.5,85.71428571,,,
4/5/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
4/5/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
4/5/2023,Legs,3,Barbell Squat,7,315,1,5,1575,Strength,1,367.5,85.71428571,,,
4/5/2023,Legs,3,Barbell Squat,7,365,1,4,1460,Strength,1,413.6666667,88.23529412,,,
4/5/2023,Legs,3,Barbell Squat,7,405,1,2,810,Strength,1,432,93.75,,,
4/6/2023,Push,1,Flat Bench Press,1,135,1,8,1080,Strength,1,171,78.94736842,,,
4/6/2023,Push,1,Flat Bench Press,1,185,1,7,1295,Strength,1,228.1666667,81.08108108,,,
4/6/2023,Push,1,Flat Bench Press,1,225,2,4,1800,Strength,1,255,88.23529412,,,
4/6/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
4/6/2023,Push,1,Overhead Press,3,135,1,6,810,Strength,1,162,83.33333333,,,
4/6/2023,Push,1,Overhead Press,3,145,2,4,1160,Strength,1,164.3333333,88.23529412,,,
4/7/2023,Pull,2,Barbell Row,6,135,1,8,1080,Strength,1,171,78.94736842,,,
4/7/2023,Pull,2,Barbell Row,6,185,1,8,1480,Strength,1,234.3333333,78.94736842,,,
4/7/2023,Pull,2,Barbell Row,6,225,2,6,2700,Strength,1,270,83.33333333,,,
4/8/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
4/8/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
4/8/2023,Legs,3,Barbell Squat,7,315,2,6,3780,Strength,1,378,83.33333333,,,
4/8/2023,Legs,3,Barbell Squat,7,0,0,0,0,Strength,1,0,#DIV/0!,,,
4/8/2023,Legs,3,Barbell Squat,7,0,0,0,0,Strength,1,0,#DIV/0!,,,
4/9/2023,Rest,0,Rest,0,0,0,0,0,Rest,0,0,#DIV/0!,,,
4/10/2023,Push,1,Incline Bench Press,2,135,1,8,1080,Strength,1,171,78.94736842,,,
4/10/2023,Push,1,Incline Bench Press,2,185,1,7,1295,Strength,1,228.1666667,81.08108108,,,
4/10/2023,Push,1,Incline Bench Press,2,205,2,5,2050,Strength,1,239.1666667,85.71428571,,,
4/10/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
4/10/2023,Push,1,Overhead Press,3,135,1,6,810,Strength,1,162,83.33333333,,,
4/10/2023,Push,1,Overhead Press,3,145,2,4,1160,Strength,1,164.3333333,88.23529412,,,
4/11/2023,Pull,2,Pull Ups,5,180,3,10,5400,Strength,1,240,75,,,
4/11/2023,Pull,2,Pull Ups,5,215,1,6,1290,Strength,1,258,83.33333333,,,
4/11/2023,Pull,2,Pull Ups,5,225,1,4,900,Strength,1,255,88.23529412,,,
4/11/2023,Pull,2,Deadlift,4,135,1,5,675,Strength,1,157.5,85.71428571,,,
4/11/2023,Pull,2,Deadlift,4,225,1,5,1125,Strength,1,262.5,85.71428571,,,
4/11/2023,Pull,2,Deadlift,4,315,1,5,1575,Strength,1,367.5,85.71428571,,,
4/11/2023,Pull,2,Deadlift,4,405,3,5,6075,Strength,1,472.5,85.71428571,,,
4/12/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
4/12/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
4/12/2023,Legs,3,Barbell Squat,7,315,1,5,1575,Strength,1,367.5,85.71428571,,,
4/12/2023,Legs,3,Barbell Squat,7,365,1,4,1460,Strength,1,413.6666667,88.23529412,,,
4/12/2023,Legs,3,Barbell Squat,7,405,1,2,810,Strength,1,432,93.75,,,
4/13/2023,Push,1,Flat Bench Press,1,135,1,8,1080,Strength,1,171,78.94736842,,,
4/13/2023,Push,1,Flat Bench Press,1,185,1,7,1295,Strength,1,228.1666667,81.08108108,,,
4/13/2023,Push,1,Flat Bench Press,1,225,2,5,2250,Strength,1,262.5,85.71428571,,,
4/13/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
4/13/2023,Push,1,Overhead Press,3,135,1,5,675,Strength,1,157.5,85.71428571,,,
4/13/2023,Push,1,Overhead Press,3,145,2,5,1450,Strength,1,169.1666667,85.71428571,,,
4/14/2023,Pull,2,Barbell Row,6,135,1,8,1080,Strength,1,171,78.94736842,,,
4/14/2023,Pull,2,Barbell Row,6,185,1,8,1480,Strength,1,234.3333333,78.94736842,,,
4/14/2023,Pull,2,Barbell Row,6,225,2,6,2700,Strength,1,270,83.33333333,,,
4/15/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
4/15/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
4/15/2023,Legs,3,Barbell Squat,7,315,2,7,4410,Strength,1,388.5,81.08108108,,,
4/15/2023,Legs,3,Barbell Squat,7,0,0,0,0,Strength,1,0,#DIV/0!,,,
4/15/2023,Legs,3,Barbell Squat,7,0,0,0,0,Strength,1,0,#DIV/0!,,,
4/16/2023,Rest,0,Rest,0,0,0,0,0,Rest,0,0,#DIV/0!,,,
4/17/2023,Push,1,Incline Bench Press,2,135,1,8,1080,Strength,1,171,78.94736842,,,
4/17/2023,Push,1,Incline Bench Press,2,185,1,7,1295,Strength,1,228.1666667,81.08108108,,,
4/17/2023,Push,1,Incline Bench Press,2,205,2,5,2050,Strength,1,239.1666667,85.71428571,,,
4/17/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
4/17/2023,Push,1,Overhead Press,3,135,1,5,675,Strength,1,157.5,85.71428571,,,
4/17/2023,Push,1,Overhead Press,3,145,2,5,1450,Strength,1,169.1666667,85.71428571,,,
4/18/2023,Pull,2,Pull Ups,5,180,3,10,5400,Strength,1,240,75,,,
4/18/2023,Pull,2,Pull Ups,5,215,1,6,1290,Strength,1,258,83.33333333,,,
4/18/2023,Pull,2,Pull Ups,5,225,1,4,900,Strength,1,255,88.23529412,,,
4/18/2023,Pull,2,Deadlift,4,0,0,0,0,Strength,1,0,#DIV/0!,,,
4/18/2023,Pull,2,Deadlift,4,0,0,0,0,Strength,1,0,#DIV/0!,,,
4/18/2023,Pull,2,Deadlift,4,0,0,0,0,Strength,1,0,#DIV/0!,,,
4/19/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
4/19/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
4/19/2023,Legs,3,Barbell Squat,7,315,1,5,1575,Strength,1,367.5,85.71428571,,,
4/19/2023,Legs,3,Barbell Squat,7,365,1,4,1460,Strength,1,413.6666667,88.23529412,,,
4/19/2023,Legs,3,Barbell Squat,7,405,1,2,810,Strength,1,432,93.75,,,
4/20/2023,Push,1,Flat Bench Press,1,135,1,8,1080,Strength,1,171,78.94736842,,,
4/20/2023,Push,1,Flat Bench Press,1,185,1,7,1295,Strength,1,228.1666667,81.08108108,,,
4/20/2023,Push,1,Flat Bench Press,1,225,2,5,2250,Strength,1,262.5,85.71428571,,,
4/20/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
4/20/2023,Push,1,Overhead Press,3,135,1,5,675,Strength,1,157.5,85.71428571,,,
4/20/2023,Push,1,Overhead Press,3,145,2,5,1450,Strength,1,169.1666667,85.71428571,,,
4/21/2023,Pull,2,Barbell Row,6,135,1,8,1080,Strength,1,171,78.94736842,,,
4/21/2023,Pull,2,Barbell Row,6,185,1,8,1480,Strength,1,234.3333333,78.94736842,,,
4/21/2023,Pull,2,Barbell Row,6,225,2,7,3150,Strength,1,277.5,81.08108108,,,
4/22/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
4/22/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
4/22/2023,Legs,3,Barbell Squat,7,315,2,7,4410,Strength,1,388.5,81.08108108,,,
4/22/2023,Legs,3,Barbell Squat,7,0,0,0,0,Strength,1,0,#DIV/0!,,,
4/22/2023,Legs,3,Barbell Squat,7,0,0,0,0,Strength,1,0,#DIV/0!,,,
4/23/2023,Rest,0,Rest,0,0,0,0,0,Rest,0,0,#DIV/0!,,,
4/24/2023,Push,1,Incline Bench Press,2,135,1,8,1080,Strength,1,171,78.94736842,,,
4/24/2023,Push,1,Incline Bench Press,2,185,1,7,1295,Strength,1,228.1666667,81.08108108,,,
4/24/2023,Push,1,Incline Bench Press,2,205,2,5,2050,Strength,1,239.1666667,85.71428571,,,
4/24/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
4/24/2023,Push,1,Overhead Press,3,135,1,5,675,Strength,1,157.5,85.71428571,,,
4/24/2023,Push,1,Overhead Press,3,145,2,5,1450,Strength,1,169.1666667,85.71428571,,,
4/25/2023,Pull,2,Pull Ups,5,180,3,10,5400,Strength,1,240,75,,,
4/25/2023,Pull,2,Pull Ups,5,215,1,6,1290,Strength,1,258,83.33333333,,,
4/25/2023,Pull,2,Pull Ups,5,225,1,5,1125,Strength,1,262.5,85.71428571,,,
4/25/2023,Pull,2,Deadlift,4,0,0,0,0,Strength,1,0,#DIV/0!,,,
4/25/2023,Pull,2,Deadlift,4,0,0,0,0,Strength,1,0,#DIV/0!,,,
4/25/2023,Pull,2,Deadlift,4,0,0,0,0,Strength,1,0,#DIV/0!,,,
4/26/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
4/26/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
4/26/2023,Legs,3,Barbell Squat,7,315,1,5,1575,Strength,1,367.5,85.71428571,,,
4/26/2023,Legs,3,Barbell Squat,7,365,1,4,1460,Strength,1,413.6666667,88.23529412,,,
4/26/2023,Legs,3,Barbell Squat,7,405,1,3,1215,Strength,1,445.5,90.90909091,,,
4/27/2023,Push,1,Flat Bench Press,1,135,1,8,1080,Strength,1,171,78.94736842,,,
4/27/2023,Push,1,Flat Bench Press,1,185,1,7,1295,Strength,1,228.1666667,81.08108108,,,
4/27/2023,Push,1,Flat Bench Press,1,225,2,6,2700,Strength,1,270,83.33333333,,,
4/27/2023,Push,1,Overhead Press,3,95,1,8,760,Strength,1,120.3333333,78.94736842,,,
4/27/2023,Push,1,Overhead Press,3,135,1,5,675,Strength,1,157.5,85.71428571,,,
4/27/2023,Push,1,Overhead Press,3,145,2,5,1450,Strength,1,169.1666667,85.71428571,,,
4/28/2023,Pull,2,Barbell Row,6,135,1,8,1080,Strength,1,171,78.94736842,,,
4/28/2023,Pull,2,Barbell Row,6,185,1,8,1480,Strength,1,234.3333333,78.94736842,,,
4/28/2023,Pull,2,Barbell Row,6,225,2,7,3150,Strength,1,277.5,81.08108108,,,
4/29/2023,Legs,3,Barbell Squat,7,135,1,8,1080,Strength,1,171,78.94736842,,,
4/29/2023,Legs,3,Barbell Squat,7,225,2,8,3600,Strength,1,285,78.94736842,,,
